Date	Time	Activity	Distance	Duration	WorkoutName	WorkoutType	CompName	CompDist	CompPlace	Shoes	Notes
08/02/2016	00:00:00	Weight Lifting	0	1:10:00.00		Training					Back/bis 
08/02/2016	00:00:00	Running	5	35:00.00	Easy Run 	Training			0	New Balance 880 (07/15/2016)	null
08/04/2016	00:00:00	Weight Lifting	0	1:00:00.00		Training					Legs...squatted for the first time in a while starting with 135. Sore. 
08/05/2016	00:00:00	Weight Lifting	0	1:10:00.00		Training					Forearms/shoulders 
08/07/2016	00:00:00	Running	4.2	30:00.00	Easy Run 	Training			0		Was going to try to run all week, but failed clearly. 
08/09/2016	00:00:00	Running	4.3	30:00.00	Easy Run 	Training			0	New Balance 880 (07/15/2016)	Tired, not getting the running on track this week. Busy in SC. 
08/09/2016	00:00:00	Weight Lifting	0	50:00.00		Training					Lift at the community gym. Seriously lacking but hey...<br /><br /><br />Core, chest, tris 
08/11/2016	00:00:00	Weight Lifting	0	55:00.00		Training					Core, biceps, back. Did light dead lifts...like this 
08/12/2016	00:00:00	Running	4.2	30:00.00	Easy Run 	Training			0	New Balance 880 (07/15/2016)	Very hot out. Went to the beach after. 
08/15/2016	00:00:00	Weight Lifting	0	1:10:00.00		Training					Core: plank circuit, v-ups, hanging knee to sides<br /><br /><br />Chest:<br />Incline dumbbell press<br />Flat dumbbell press<br />Decline bench press<br />Fly machine<br /><br /><br />Triceps:<br />Pushdowns<br />Kickbacks<br />Behind head dumbbell<br />Weighted punches 
08/15/2016	19:45:00	Running	7	50:00.00	Easy Run 	Training			0	New Balance 880 (07/15/2016)	With Dave in Southington 
08/16/2016	07:15:00	Running	6.5	45:00.00	Easy Run 	Training			0	New Balance 880 (07/15/2016)	Good run on my own in the morning 
08/16/2016	19:50:00	Weight Lifting	0	1:10:00.00		Training					Core: plank circuit, hanging knee to chest, weighted v-ups<br /><br /><br />Biceps:<br />Straight curl<br />Hammer curl<br />Concentration curl<br />Pull-ups<br /><br /><br />Back:<br />Rows<br />Lat Pull down<br />Flys<br />Barbell upper back lift (need to find the proper name) 
08/17/2016	00:00:00	Running	6.5	45:00.00	Easy Run 	Training			0	New Balance 880 (07/15/2016)	Morning run with Kev. SQP-AW. 
08/17/2016	00:00:00	Weight Lifting	0	1:00:00.00		Training					Core: v-ups, side crunches, front plank w/25lb plate on back, hanging straight leg raises.<br /><br /><br />Legs:<br />Squat 150lbs<br />Calf raises 130lbs bar<br />Side lunges 60lb bar/45 lb dumbbell when someone stole the bar<br />Fast calf raises 45lb dumbbells<br />Leg press 
08/18/2016	00:00:00	Running	5	35:00.00	Easy Run 	Training			0	New Balance 880 (07/15/2016)	Night run with Tyler and Ryan. Felt quick. Spent the whole day in the sun at Mystic Seaport so had a bit of a headache and was just tired. 
08/19/2016	00:00:00	Running	5.7	40:00.00	Easy Run 	Training			0	New Balance 880 (07/15/2016)	Morning run with Alex. Loving this right now. 
08/19/2016	20:15:00	Weight Lifting	0	45:00.00		Training					Didn't realize Big Sky closed at 9 on Friday so I had to rush to get this in,<br /><br /><br />Shoulders:<br />Delt machine<br />Shoulder press<br />Shoulder shrug<br />Barbell press<br /><br /><br />Forearms:<br />Behind back bar curl<br />Dumbbell forearm curl<br />Front barbell curl<br />Barbell rolls<br /><br /><br />Core: hanging knee to chest, weighted v-ups 
08/20/2016	21:40:00	Running	5.5	38:30.00	Easy Run 	Training			0	New Balance 880 (07/15/2016)	Night run, keeping the momentum going. Felt pretty good besides a headache I had from work. 
08/21/2016	08:30:00	Running	8.3	1:00:00.00	Easy Run 	Training			0	New Balance 880 (07/15/2016)	Long run with Tyler, Kevin,and Ryan (on a bike). Walnut Hill-Willowbrook-Home. Felt alright. 7 day streak! 
08/22/2016	19:00:00	Running	7.5	55:40.00	Easy Run 	Training			0	New Balance 880 (07/15/2016)	Run at the NB Res through the trails and back on the road with my friend from home Dave after work. 
08/23/2016	00:00:00	Running	7	49:00.00	Easy Run 	Training			0	New Balance 880 (07/15/2016)	With Dave from Oak. 
08/23/2016	10:15:00	Weight Lifting	0	1:10:00.00		Training					Core: Plank circuit, weighted v-ups, hanging knee to chest<br /><br /><br />Chest:<br />Flat dumbbell press (did 60 lbs for the first time today)<br />Incline dumbbell press<br />Fly machine<br />Chest extension w/dumbbell<br /><br /><br />Triceps:<br />Kickbacks<br />Pushdowns<br />Skull-crushers w/50 lb bar<br />Weighted punches<br /><br /><br />Superset 10 dips 20 pushups to end 
08/24/2016	00:00:00	Weight Lifting	0	1:10:00.00		Training					Core<br /><br /><br />Biceps<br /><br /><br />Back 
08/24/2016	00:00:00	Running	6	42:00.00	Easy Run 	Training			0	New Balance 880 (07/15/2016)	Night time run if I remember correctly... 
08/25/2016	00:00:00	Weight Lifting	0	50:00.00		Training					Leg day 
08/26/2016	00:00:00	Weight Lifting	0	1:00:00.00		Training					Shoulders/forearms 
08/26/2016	00:00:00	Spinning	0	18:00.00		Training					3 min WU<br />7x1 min hard 1 min easy<br />1 min CD 
08/28/2016	22:00:00	Running	5.5	39:44.00	Easy Run 	Training			0	New Balance 880 (07/15/2016)	Back on it after a few days off...hard to keep this on track with so much going on. 
08/29/2016	23:35:00	Running	5	35:00.00	Easy Run 	Training			0	New Balance 880 (07/15/2016)	Night run, after job apps and emails . 
08/30/2016	09:30:00	Running	5	35:00.00	Easy Run 	Training			0		Morning run before a long work day 
08/30/2016	20:15:00	Weight Lifting	0	1:00:00.00		Training					*Did not eat enough today and was tired...stayed an hour late at work<br /><br /><br />Core:<br />Plank Circuit<br />Hanging leg raises<br />Weighted v-ups<br /><br /><br />Chest:<br />Flat dumbbell press (used 60lb weights)<br />Incline dumbell press<br />Fly machine<br /><br /><br />Triceps:<br />Kickbacks<br />Push-downs<br />Skullcrushers w/bar 
08/31/2016	00:00:00	Weight Lifting	0	1:10:00.00		Training					Core<br /><br /><br />Biceps and back 
09/01/2016	00:00:00	Weight Lifting	0	1:00:00.00		Training					Core<br /><br /><br />Legs. Did most things at the squat rack which seems effective. 
09/01/2016	00:00:00	Spinning	0	20:00.00		Training					3 min WU<br />1 min on 1 min off x 7<br />3 min CD 
09/02/2016	00:00:00	Weight Lifting	0	1:00:00.00		Training					Core<br /><br /><br />Shoulders/Forearms 
09/04/2016	00:00:00	Running	5.5	38:44.00	Easy Run 	Training			0		From Oak to CCSU and on the track for a few laps, then back. Was hitting around 6:20 pace when I was on the track. Felt good today. 
09/05/2016	00:00:00	Running	7.5	58:13.00	Easy Run 	Training			0		NB res to Andrews St and back up Mine Hollow. Great run with Dave D, and a decent mileage day considering recent mileage. Slow start and picked up. 
09/06/2016	00:00:00	Weight Lifting	0	1:10:00.00		Training					Core:<br />Plank circuit<br />Hanging leg raises<br />Weighted v-ups<br /><br /><br />Chest:<br />Flat bench (still working on the 60lb weights)<br />Incline bench<br />Fly machine<br />Chest extensions<br /><br /><br />Triceps:<br />Pulldowns<br />Kickbacks<br />Skullcrushers<br />Resistance Punches<br /><br /><br />20 Pushups 
09/06/2016	21:45:00	Running	5.5	39:02.00	Easy Run 	Training			0	New Balance 880 (07/15/2016)	Night run in NB 
09/07/2016	00:00:00	Weight Lifting	0	1:10:00.00		Training					Core:<br />Plank circuit<br />Hanging leg raises<br />Side crunches<br /><br /><br />Biceps:<br />Pullups<br />Straight Curl<br />Hammer Curl<br />Concentration curl<br /><br /><br />Back:<br />Supermans (would have done back extension, but some stupid old man got mad when I tried to use the bench when he was...MY BAD BRO!, and this guy was flexing in the mirror later too...well enough venting on that)<br />Row<br />Lat Pull down<br />Flys w/dumbbells<br /><br /><br />Finish:<br />Lat pull down machine normal grip then hammer grip for 4 sets each with descending weight<br /><br />
09/09/2016	00:00:00	Weight Lifting	0	1:30:00.00		Training					Core:<br />Plank circuit<br />Hanging leg raises<br />Medball v-ups<br /><br /><br />Shoulders:<br />Bar shoulder press<br />Dumbbell press<br />Deltoid Machine<br />(Moved up in weight for each)<br /><br /><br />Forearms:<br />Behind back roll<br />Dumbbell forearm curl (under)<br />Dumbbell forearm curl (over)<br /><br /><br />Legs:<br />Normal Squat<br />Calf Raises<br />Lunges<br />Quick calf raises (lower weight)<br /><br /><br />Superset:<br />25 push ups x 4<br />5 pullups x 4<br /><br />
09/10/2016	20:45:00	Running	6.1	42:48.00	Easy Run 	Training			0		Feeling pretty nice on this one, little tired toward the end just from walking around all day. Picked up the pace a few times just cause. 
09/12/2016	00:00:00	Weight Lifting	0	1:15:00.00		Training					Core:<br />Plank circuit<br />Hanging Leg raises<br />Medball v-ups<br /><br /><br />Triceps:<br />Kickbacks<br />Pulldowns<br />Skullcrushers<br />Straight barbell raise<br /><br /><br />Chest:<br />Flat dumbbell press (still getting used to the 60lb dumbbells)<br />Incline Dumbbell Press<br />Chest Fly machine<br />Chest extension<br /><br /><br />Extra:<br />20 pushups just to see how fatigued I was<br /><br />
09/13/2016	00:00:00	Weight Lifting	0	1:10:00.00		Training					Core:<br />Flutter Kicks x 1min<br />Side crunches<br />Supermans<br /><br /><br />Biceps:<br />Straight curl<br />Hammer curl<br />Concentration curl<br />Pullups<br /><br /><br />Back:<br />Latpull downs<br />Reverse Fly machine<br />Rows<br />Back extensions 
09/19/2016	00:00:00	Running	0	00.00	Easy Run 	Training			0		null
09/20/2016	00:00:00	Running	0	00.00	Easy Run 	Training			0		null
09/21/2016	00:00:00	Weight Lifting	0	1:00:00.00		Training					Chest and tri-ceps. A little less than normal as being sick had me feeling fatigued.<br /><br /><br />Missed 2 days last week. Being NYC and working had me too tired to fit those days in. 
09/21/2016	19:45:00	Running	5.2	37:00.00	Easy Run 	Training			0	ASICS DYNAFLYTE (09/01/2016)	Night run with Tyler and Ryan who biked. Felt pretty good. Trying to get back to this again. 
09/23/2016	00:00:00	Running	3.1	21:36.00	Easy Run 	Training			0	ASICS DYNAFLYTE (09/01/2016)	Stressed so I just needed to get out there. Took yesterday off due to some knee pain. Had an interview, settled with the landlord, and did a couple other things before this. Barely ate and felt that. 
09/28/2016	00:00:00	Running	4.2	30:43.00	Easy Run 	Training			0	ASICS DYNAFLYTE (09/01/2016)	Trying to get some consistency going here. Once everything calms down I'll hopefully get a good schedule of lifting and running going again. 
09/29/2016	09:00:00	Running	4.2	30:23.00	Easy Run 	Training			0	ASICS DYNAFLYTE (09/01/2016)	With Jason and briefly with Bert. 
10/01/2016	00:00:00	Running	7	58:08.00	Easy Run 	Training			0	ASICS DYNAFLYTE (09/01/2016)	With Dave D at SHS. Got some hills in, slower but its fine. 
10/02/2016	21:30:00	Running	4	28:00.00	Easy Run 	Training			0	ASICS DYNAFLYTE (09/01/2016)	Night run alone to continue the training. Want to get a set schedule of working out going starting this week. I need to really get things in order...but I can.<br /><br /><br />Chickened out of the Southington Apple Harvest races and regret it. 5 miler was won in 27:40's, 5k was mid 18s...should have done it. 
10/04/2016	00:00:00	Running	5	35:00.00	Easy Run 	Training			0	ASICS DYNAFLYTE (09/01/2016)	Mid morning run. 
10/05/2016	00:00:00	Weight Lifting	0	1:05:00.00		Training					I can tell I missed a few weeks.<br /><br /><br />Core, chest, triceps. 
10/05/2016	09:30:00	Running	5	35:00.00	Easy Run 	Training			0	ASICS DYNAFLYTE (09/01/2016)	Felt really good today. Before work. 
10/06/2016	00:00:00	Weight Lifting	0	50:00.00		Training					Core, biceps, back. Took down rest to a minimum. 
10/06/2016	21:00:00	Running	5	35:00.00	Easy Run 	Training			0	ASICS DYNAFLYTE (09/01/2016)	Night run. Felt really good. 
10/07/2016	00:00:00	Weight Lifting	0	50:00.00		Training					Core, forearms, and shoulders 
10/07/2016	12:30:00	Running	5	35:00.00	Strides 	Workout			0	ASICS DYNAFLYTE (09/01/2016)	With Joe and Tyler, nice to run with people.<br /><br /><br />2 strides 
10/08/2016	00:00:00	Running	6.5	45:00.00	Easy Run 	Training			0	ASICS DYNAFLYTE (09/01/2016)	Feeling good. Thinking about training for the Hartford marathon for next year...that's a lofty goal tho...but who knows! 
10/09/2016	00:00:00	Running	7.1	45:00.00	Easy Run 	Training			0	ASICS DYNAFLYTE (09/01/2016)	Knew I was feeling good tonight, but off the rough online measurement I did I ran 7.1. I like to keep everything as 7 flat pace just too accommodate slow days, but I'll leave this as such. I think I've found my love for running again, lets see if I can keep this up... 
10/10/2016	22:30:00	Running	6.3	45:00.00	Easy Run 	Training			0	ASICS DYNAFLYTE (09/01/2016)	Night run. Felt solid again, took it easier than yesterday. Thought about doing 35, but then rethought and did 45. 
10/11/2016	21:45:00	Running	6.3	45:00.00	Easy Run 	Training			0	ASICS DYNAFLYTE (09/01/2016)	Randomly around so as not to do the exact same route I've been doing. 
10/12/2016	06:30:00	Running	7.5	1:03:00.00	Easy Run 	Training			0	ASICS DYNAFLYTE (09/01/2016)	Went the #runfreehartford workout some of my coworkers put on on Wednesdays at 6:30 am at the Riverfront Boat launch.<br /><br /><br />Workout: Ran 2:30 to a multiple flight stair case that leads up to an enclosed bridge over the highway. Did 25 minute continuous of 10 pushups, run up stairs on one side, down stairs on the other, 10 dips, up the ramp on one side, down the ramp on the other. Did lunges on the walkway which I'm sure I'll feel. Ran back to parking lot.<br /><br /><br />Did an extra 36 minute run on the Riverfront with Mel, Josh, and Alli. Great way to start a morning. Going to make this a regular thing.<br /><br /><br />(pace includes non running time, was not running that slow) 
10/13/2016	00:00:00	Running	5	35:00.00	Easy Run 	Training			0	ASICS DYNAFLYTE (09/01/2016)	Home to SQP, ran into Tyler and Ryan and ran with them briefly. Sore from yesterday's lunges. 
10/14/2016	00:00:00	Running	6.5	45:00.00	Easy Run 	Training			0	ASICS DYNAFLYTE (09/01/2016)	With Tyler and Ryan for 30 and finished alone. 
10/15/2016	00:00:00	Running	9	1:10:00.00	Easy Run 	Training			0	ASICS DYNAFLYTE (09/01/2016)	With Dave D at WHR. Easy, did the normal loop and a slight add on in the parking lot. Haven't run here in a while. 
10/16/2016	21:30:00	Running	5	35:00.00	Easy Run 	Training			0	ASICS DYNAFLYTE (09/01/2016)	Capping off a 45 mile week! 
10/17/2016	13:45:00	Running	6.5	45:00.00	Easy Run 	Training			0	ASICS DYNAFLYTE (09/01/2016)	45 minutes before work. Felt tired but didn't eat today really. 
10/18/2016	00:00:00	Weight Lifting	0	45:00.00		Training					Core, chest, tris<br /><br /><br />Keeping on the nearly no rest approach. Hit all the exercises at whatever weight I can bang out the reps at and then got out of there. 
10/18/2016	15:00:00	Running	9	1:04:00.00	Easy Run 	Training			0	ASICS DYNAFLYTE (09/01/2016)	Went to practice. Ran to school, then to Walnut. 41 straight minutes then stopped to watch mile repeats. Ran back toward school while the team cooled down, but went home instead. Definitely miss this somewhat, but there's also just something cool about being under the radar doing my own thing. 
10/19/2016	16:30:00	Weight Lifting	0	45:00.00		Training					After work.<br /><br /><br />Core, biceps, back<br /><br /><br /><br />
10/19/2016	20:15:00	Running	5	35:00.00	Easy Run 	Training			0	ASICS DYNAFLYTE (09/01/2016)	With Tyler after class. Felt good considering how tired I was all day. Took it easier mileage wise due to yesterday being a jump in mileage. 
10/20/2016	20:15:00	Running	7.8	54:00.00	Easy Run 	Training			0	ASICS DYNAFLYTE (09/01/2016)	Night run in NB 
10/21/2016	08:45:00	Weight Lifting	0	45:00.00		Training					Core, shoulders, forearms 
10/21/2016	20:10:00	Running	6	42:00.00	Easy Run 	Training			0	ASICS DYNAFLYTE (09/01/2016)	After work, legs were pretty beat from being on my feet all day. 
10/25/2016	08:10:00	Running	5	35:00.00	Easy Run 	Training			0	ASICS DYNAFLYTE (09/01/2016)	Morning run with Dave and Kevin. Dissapointed I had so much work and homework and missed the last 3 days...<br /><br /><br />On a better note, planning to do the Hilton Head Hospital Jingle Jingle Run 5k on Christmas Eve in SC. Should be nice weather and a fun goal race for now. 
10/27/2016	20:30:00	Running	6	39:34.00	Easy Run 	Training			0	ASICS DYNAFLYTE (09/01/2016)	Hit the treadmill due to shit weather. Decided to try and get a bit of speed going since I fell off the last few days due to homework.<br /><br /><br />Started a little above 6:30 pace. Ran the last mile at 5:30 pace. Just wanted to see how I'd feel. Slightly rusty, but not bad. 
10/28/2016	00:00:00	Running	5	35:00.00	Easy Run 	Training			0	ASICS DYNAFLYTE (09/01/2016)	Before work. Felt pretty good. 
10/30/2016	00:00:00	Running	7.5	45:00.00	Easy Run 	Training			0	ASICS DYNAFLYTE (09/01/2016)	Run in the morning with Alex. 
10/31/2016	00:00:00	Running	7.5	46:00.00	Fartlek 	Workout			0	ASICS DYNAFLYTE (09/01/2016)	At big sky after doing core. Completely spur of the moment.<br /><br /><br />15 min w/up at 6:57<br />8 x 2 min hard/1 min easy started at 5:40 pace down to 5:20 pace.<br />7 min cd<br /><br /><br />*Felt ok, my real focus has to be mileage, just need to get the endurance up, so I actually need to get my mileage up...SHOCKER! 
11/02/2016	06:30:00	Running	6	1:30:00.00	Easy Run 	Training			0	ASICS DYNAFLYTE (09/01/2016)	Run Free Hartford @ 6:30am.<br /><br /><br />Ran to the cage stairs and did lunges up the ramps, then ran down the stairs and bear crawled back up until we hit 10 min. Next ran to the open stairs, did side lunges up and ran down for 10 min. Finished with a core circuit (realized how strong my core is compared to other people's).<br /><br /><br />Added a run after with Mel, Josh, Alli, and Chris.<br /><br /><br /><br />
11/05/2016	00:00:00	Running	9	1:03:27.00	Easy Run 	Training			0	ASICS DYNAFLYTE (09/01/2016)	Joined team for practice at WHR. Normal loop, felt good. 
11/06/2016	00:00:00	Running	6	42:00.00	Easy Run 	Training			0	ASICS DYNAFLYTE (09/01/2016)	Dave came over and we ran. Around NB, and some SQP woods. 
11/07/2016	00:00:00	Running	6.8	45:30.00	Easy Run 	Training			0	ASICS DYNAFLYTE (09/01/2016)	With Dave Hunt from Oak. Bus path, nice quicker pace. 
11/08/2016	07:50:00	Running	5	35:00.00	Easy Run 	Training			0	ASICS DYNAFLYTE (09/01/2016)	Morning run after voting. Bit tired and stiff today. 
11/09/2016	00:00:00	Running	3.8	22:10.00	mile repeats 	Workout			0	ASICS DYNAFLYTE (09/01/2016)	3 x 1 mile, 2 min easy<br /><br /><br />Went to the gym not knowing what I was gonna do, run, run and lift, just lift...decided to hit a few quick miles instead, see what I can do.<br /><br /><br />1.) 5:40, did't want to be overzealous. Fairly easy.<br />2.) 5:20, tried to get a little more respectable. Felt this one more.<br />3.) 5:10, not bad but feeling it more toward the end. Could have done more. 
11/09/2016	00:00:00	Running	4	28:30.00	Easy Run 	Training			0	ASICS DYNAFLYTE (09/01/2016)	2 mile WU, 2 CD 
11/10/2016	17:30:00	Running	5	35:00.00	Easy Run 	Training			0	ASICS DYNAFLYTE (09/01/2016)	After work, before picking up Kate. Felt alright. 
11/11/2016	09:10:00	Running	7	50:00.00	Easy Run 	Training			0	ASICS DYNAFLYTE (09/01/2016)	With DHunt. Kept me at a decent pace, sore legs today. 
11/12/2016	00:00:00	Running	5	35:00.00	Easy Run 	Training			0	ASICS DYNAFLYTE (09/01/2016)	Easy run after work. 
11/13/2016	00:00:00	Running	8.5	1:00:00.00	Easy Run 	Training			0	ASICS DYNAFLYTE (09/01/2016)	With DHunt from Oak. Batterson. Good run. 
11/14/2016	10:15:00	Running	8.3	1:00:00.00	Easy Run 	Training			0	ASICS DYNAFLYTE (09/01/2016)	Morning with Tyler. House, middle school woods, down Blake road into the back SQP trails, AW, back home. Felt good. 
11/15/2016	00:00:00	Running	9.5	1:05:23.00	Easy Run 	Training			0	ASICS DYNAFLYTE (09/01/2016)	Met up with Malcolm at his place, what a great run. Nice conversation, legs felt great...running is good. 
11/16/2016	20:15:00	Running	6.2	45:00.00	Easy Run 	Training			0	ASICS DYNAFLYTE (09/01/2016)	Shortened slightly to be smart. Left hip flexor/IT Band is a bit aggravated. Need to stretch. 
11/17/2016	21:20:00	Running	5	35:00.00	Easy Run 	Training			0	ASICS DYNAFLYTE (09/01/2016)	Started off quick, but my hip was aggravated still so I went short. 
11/18/2016	07:15:00	Running	5	35:00.00	Easy Run 	Training			0	ASICS DYNAFLYTE (09/01/2016)	WML from Oak with DHunt, ran into the team guys cooling down. Hip still an annoyance, but no worse. Some more rolling will help.<br /><br /><br />People keep asking if I'm just running to stay fit, and every time I get asked it makes me more motivated to get back into ass kicking shape. 
11/19/2016	22:30:00	Running	5	35:00.00	Easy Run 	Training			0	ASICS DYNAFLYTE (09/01/2016)	Long day and wasn't feeling this. Will run longer tomorrow. 
11/20/2016	14:30:00	Running	11	1:17:00.00	Easy Run 	Training			0	ASICS DYNAFLYTE (09/01/2016)	With DHunt from Oak. Good run, hip stuff seems to be clearing up. Looks like Dave and I will be living less than a half mile away from each other when I move. Will be good for training I am sure. 
11/21/2016	09:30:00	Running	5	37:00.00	Easy Run 	Training			0	ASICS DYNAFLYTE (09/01/2016)	Legs feeling a bit bogged down today. Easy before work. 
11/22/2016	18:30:00	Running	7	50:00.00	Easy Run 	Training			0	ASICS DYNAFLYTE (09/01/2016)	From Oak with Pat, DHunt, and Malcolm. Enjoyable. 
11/23/2016	00:00:00	Running	8	56:00.00	Easy Run 	Training			0	ASICS DYNAFLYTE (09/01/2016)	Night run with DHunt and Malcolm 
11/26/2016	00:00:00	Running	6.5	45:00.00	Easy Run 	Training			0		Pissed at myself for missing the last 2 days...oh well. 45 min with Dave D at Oak. 
11/27/2016	00:00:00	Running	8	56:00.00	Easy Run 	Training			0	ASICS DYNAFLYTE (09/01/2016)	Night run alone in NB 
11/29/2016	21:20:00	Running	9	1:03:00.00	Easy Run 	Training			0	ASICS DYNAFLYTE (09/01/2016)	East St-Downtown-toward AW-back home. 
11/30/2016	00:00:00	Core	0	10:00.00		Training					Core in between sets 
11/30/2016	20:30:00	Running	8.5	53:05.00	Easy Run 	Training			0	ASICS DYNAFLYTE (09/01/2016)	Random as hell on the treadmill to avoid the cold rain, but hey...made it more fun. Put the ramp up to 1 to make it more inline with outdoor running. I honestly wasn't feeling too good, hungry and low on sleep.<br /><br /><br />Did 5 miles in 33:43, 2 miles in 13:34, 1 mile in 5:03 because why not?, and and easy half mile.<br /><br /><br />Idk what I'll be able to run on xmas eve, I have no clue what shape I'm in. Just got keep working until then and see. 
12/01/2016	21:30:00	Running	7.5	55:00.00	Easy Run 	Training			0	ASICS DYNAFLYTE (09/01/2016)	Legs weren't feeling great tonight. Campus, to down town, bit sketchy in some areas at night. 
12/02/2016	20:30:00	Running	9	1:05:00.00	Easy Run 	Training			0	ASICS DYNAFLYTE (09/01/2016)	Awesome run with Kevin, great conversation. 
12/07/2016	00:00:00	Running	5.5	35:00.00	Easy Run 	Training			0	ASICS DYNAFLYTE (09/01/2016)	Night run. Been so busy I missed the last 4 days sadly. Moving pretty quick tonight. 
12/13/2016	00:00:00	Running	5	35:00.00	Easy Run 	Training			0	ASICS DYNAFLYTE (09/01/2016)	Fell off hard due to moving...man I hope this won't hurt my race too much. Whatever, back on the horse (I hope). Ran from the new apt. lots of new places to explore! 
12/23/2016	00:00:00	Running	3	21:00.00	Easy Run 	Training			0	ASICS DYNAFLYTE (09/01/2016)	Short run around the neighborhood. Legs weren't feeling great after no sleep and flying all morning. Honestly not sure about the 5k tomorrow morning. Wish I trained more, but it will be cool to see what I can do off basically nothing. 
12/24/2016	00:00:00	Running	3.11	16:01.00	Competition 	Competition	Hilton Head Hospital Jingle Jingle 5k	5K Road Race	1	Nike Zoom Streak LT 2 (01/01/2016)	Going into this with no real training, ran less than 14 miles the past 3 weeks. Worried I'd end up blowing up. 1 guy went out quick and died about 200 meters in and I was all alone. Basically held that pace,I was very cautious not too go too hard and blow up. Came to the final stretch and saw the clock at like 15:40. Was shocked as I wasn't feeling too tired, and picked up the pace a bit. Had I had a watch or time clock along the course I'd have broken 16. 2nd place was 17:13, an 18 year old with a state championship high school shirt on. I guess if I train a bit I can get fast pretty quick.<br /><br /><br />Legs have all kinds of pains after this...that's what happens!<br /><br /><br />Results:http://georesults.racemine.com/Bear-Foot-Sports/events/2016/2016-HILTON-HEAD-JINGLE-JINGLE-5K/results 
12/24/2016	00:00:00	Running	2.1	15:00.00	Easy Run 	Training			0	ASICS DYNAFLYTE (09/01/2016)	Warm-up no cool down as my knee hurts. 
01/04/2017	00:00:00	Weight Lifting	0	45:00.00		Training					Big sky. Back, biceps, core. Miss this I must say. Kate has started running and expressed interest in doing a 5k. Makes me want to get back even more.<br /><br /><br />Been resting my knee after developing an issue after the race in SC. This is a normal issue I have when I come back from a break, but being that I jumped right into a race it made it 10x worse. Should be good to run soon. 
01/11/2017	00:00:00	Core	0	15:00.00		Training					Planks, v-ups, pushups 
01/12/2017	20:30:00	Running	5	38:00.00	Easy Run 	Training			0		Back out there on a warm night. Knee only slightly bothers me from the race still but its fine. Legs feel out of it. Ran in Hokas for extra cushion. 
01/15/2017	00:00:00	Running	6	45:00.00	Easy Run 	Training			0	ASICS DYNAFLYTE (09/01/2016)	Newington Fields from my apartment with Dave D. I like having that so close, if I can get to a good point that will be perfect for workouts. 
01/16/2017	21:00:00	Running	3.3	25:00.00	Easy Run 	Training			0	ASICS DYNAFLYTE (09/01/2016)	After a rather large dinner, did not feel good, and my legs were tight. Got to (re)start somewhere I guess... 
01/18/2017	00:00:00	Running	4.4	30:10.00	Easy Run 	Training			0	ASICS DYNAFLYTE (09/01/2016)	Treadmill 
01/18/2017	00:00:00	Weight Lifting	0	40:00.00		Training					After class.<br /><br /><br />Core circuit<br />Chest/Triceps 
01/28/2017	00:00:00	Running	5.5	40:00.00	Easy Run 	Training			0	ASICS DYNAFLYTE (09/01/2016)	Willowbrook trails with Dave D 
02/01/2017	00:00:00	Running	3.1	20:00.00	Easy Run 	Training			0		Treadmill at the gym. Nice quick run. Ran in a new brand of shoe I got for free at work called ON Cloud. 
02/01/2017	00:00:00	Weight Lifting	0	40:00.00		Training					Core, chest, tri-ceps.<br /><br /><br />Kept with the near no rest approach. Decided not to bring my phone and just use my iPod. Takes away distractions. 
02/02/2017	00:00:00	Weight Lifting	0	45:00.00		Training					Core<br />Bi-ceps<br />Back 
02/02/2017	20:15:00	Running	3.1	18:42.00	Easy Run 	Training			0	ASICS DYNAFLYTE (09/01/2016)	Treadmill, speedy and short again. 
02/03/2017	00:00:00	Running	4.3	30:00.00	Easy Run 	Training			0	ASICS DYNAFLYTE (09/01/2016)	Out and back after work before my evening plans. Felt great honestly. 
02/04/2017	00:00:00	Weight Lifting	0	40:00.00		Training					Core<br />Shoulders<br />Forearms 
02/04/2017	15:30:00	Running	6	40:00.00	Easy Run 	Training			0	ASICS DYNAFLYTE (09/01/2016)	To Newington Fields, around and through the woods, and completed the road loop back to my place. Felt awesome. Ran with my iPod for the first time ever, may continue with that. 
02/05/2017	00:00:00	Running	5.8	40:00.00	Easy Run 	Training			0	ASICS DYNAFLYTE (09/01/2016)	Different loop, left knee cap little pain after this. 
02/06/2017	20:50:00	Weight Lifting	0	45:00.00		Training					Ran 0.2 miles, but my knee was kind of bothering me so I elected to take a day off running.<br /><br /><br />Core<br />Chest<br />Tri-ceps 
02/07/2017	00:00:00	Running	3.1	21:00.00	Easy Run 	Training			0	New Balance 880 (07/15/2016)	I don't like the new balance 880 nearly as much as I liked the Dynaflytes, but I won't buy new shoes unless I'm out of shoes to run in. Did 5k on the treadmill as my knee was still bothering me a bit. 
02/07/2017	00:00:00	Weight Lifting	0	45:00.00		Training					Core<br />Biceps<br />Back 
02/15/2017	19:30:00	Running	3.1	21:13.00	Easy Run 	Training			0	New Balance 880 (07/15/2016)	HATE the treadmill at a steady state. 
02/15/2017	20:00:00	Weight Lifting	0	50:00.00		Training					Core<br />Chest<br />Tri-ceps<br /><br /><br />*Felt light headed at a point during the last super set. Either lack of sleep or poor lunch today. Both? Whatever, got it in! 
